requirement_id,category,requirement_text
AOA-MOTOR-003,LOCKED INVARIANT,"Inhibition is primarily within channels; learned coordination operates across channels. The architecture does not force locomotion, gaze, posture, manipulation, and vocalization into one exclusive token."
AOA-MOTOR-004,LOCKED CAPABILITY,"Orientation and sensor direction are real motor channels with production candidates, execution, outcome, learning, and persistence."
AOA-MOTOR-005,LOCKED INVARIANT,"The motor ABI expresses body-neutral effectors and intentions, not game-specific semantic goals."
AOA-MOTOR-006,LOCKED CAPABILITY,The brain can learn novel combinations of existing primitives and can adapt motor intentions to changed embodiment through the peripheral body-schema layer.
AOA-MOTOR-007,REFERENCE MECHANISM,Parameterized motor primitives and learned synergies provide combinatorial behaviour without an explosion of discrete action IDs.
AOA-EMB-001,LOCKED INVARIANT,"Deterministic actuator stabilization, inverse dynamics, servo loops, and safety constraints do not consume the portable cognitive neural budget."
AOA-EMB-002,LOCKED CAPABILITY,"The embodiment layer learns sensor calibration, effector controllability, proprioceptive body schema, motor synergies, and action-to-sensory consequences."
AOA-EMB-003,LOCKED INVARIANT,The embodiment adapter may not infer or choose semantic goals on behalf of the cognitive core.
AOA-EMB-004,LOCKED CAPABILITY,"A transplanted brain can discover a new embodiment through exploration, prediction, teacher guidance, and safe calibration rather than requiring hardcoded assumptions such as two legs or a forward camera."
AOA-EMB-005,LOCKED INTERFACE,"Sensor and motor port descriptors are stable, typed, capability-oriented, versioned, and discoverable by the organism."
AOA-EMB-006,LOCKED CAPABILITY,"Embodiment-specific acquired state can be saved, replaced, retrained, or discarded independently of the portable cognitive core."
AOA-SLEEP-001,LOCKED CAPABILITY,"Organisms can enter, maintain, and exit sleep through biological state, external conditions, or explicit safety/recovery mechanisms."
AOA-SLEEP-002,LOCKED CAPABILITY,"Sleep may consolidate fast to lifetime weights, episodic and semantic memory, prediction, concepts/gaps, structural proposals, derived-region recruitment, and developmental neural growth."
AOA-SLEEP-003,LOCKED INVARIANT,All required sleep updates commit atomically for one cycle or roll back. Partial cross-system consolidation is prohibited.
AOA-SLEEP-004,LOCKED INVARIANT,Sleep does not directly mutate germline priors or offspring. Natural assimilation is a separate lineage process.
AOA-SLEEP-005,LOCKED CAPABILITY,"Sleep and replay are bounded by phenotype and work budgets and may prioritize salient, surprising, unresolved, socially important, or unstable experiences."
AOA-SLEEP-006,LOCKED CAPABILITY,A completed sleep cycle can restore fatigue/energy state and can change later behaviour through actual consolidated cognition.
AOA-SLEEP-007,LOCKED INVARIANT,"Replay identity, cycle identity, graph epoch, and persistence state prevent duplicate, stale, or out-of-order consolidation."
AOA-ID-001,LOCKED INVARIANT,"Semantic and memory systems reference persistent concepts, memories, assemblies, regions, and ports; they do not depend on raw synapse handles or GPU indices."
AOA-ID-002,LOCKED CAPABILITY,"Every neuron has an individual-local lineage identity sufficient to track preservation, duplication, specialization, migration, and assimilation provenance."
AOA-ID-003,LOCKED INVARIANT,"Ordinary synapses, branches, and routes need not have permanent global IDs. They use deterministic graph-epoch handles and durable old-to-new migration manifests."
AOA-ID-004,LOCKED CAPABILITY,"Structural recompaction, pruning, growth, expansion, and relocation can freely change physical indices while preserving logical identity and causal state."
AOA-ID-005,LOCKED INVARIANT,"Offspring inherit developmental homologues and priors, never the parent's runtime neuron or structural handles."
AOA-GROW-001,LOCKED CAPABILITY,Both gradual developmental growth and deliberate mature augmentation use one function-preserving migration engine with mode-specific scheduling and safety policy.
AOA-GROW-002,LOCKED INVARIANT,"Expansion occurs at a quiescent cognitive transaction boundary after pending action credit, weight-bank transactions, and replay state are committed or explicitly discarded."
AOA-GROW-003,LOCKED INVARIANT,"Existing trained neurons, routes, memory anchors, concepts, predictor state, and learned dynamics remain the anchored core. Expansion does not randomly rebuild the old brain."
AOA-GROW-004,LOCKED CAPABILITY,"Allowed reference morphisms include silent neuron addition, neuron duplication with conserved contribution, common-mode-preserving recurrent blocks, zero-gain routes, dormant dendrites, residual identity paths, and self-distillation into new capacity."
AOA-GROW-005,LOCKED INVARIANT,Neuron duplication preserves aggregate downstream drive and recurrent common modes while newly introduced difference modes begin stable or contractive.
AOA-GROW-006,LOCKED CAPABILITY,"Additional capacity is recruited gradually through prediction of old regional state, residual-error learning, local self-distillation, and staged release of plasticity."
AOA-GROW-007,LOCKED INVARIANT,The enlarged brain must approximate the original brain's immediate behaviour and representative internal trajectories before new capacity is allowed to change policy substantially.
AOA-GROW-008,LOCKED CAPABILITY,"Every growth operation produces a pre-migration checkpoint, logical/physical map, graph-epoch manifest, added-neuron provenance, continuity receipt, and rollback path."
AOA-GROW-009,LOCKED INVARIANT,Somatic augmentation does not alter offspring until explicit genetic assimilation creates a new germline prior or developmental allele.
AOA-GROW-010,REFERENCE MECHANISM,"New capacity is preferentially allocated to Flexible Reserve, Association, Temporal-Predictive, Executive, Action/Planning, and Social/Communication unless profiling shows another bottleneck."
AOA-FOUND-001,LOCKED CAPABILITY,The founder species receives a viable pretrained neural and developmental foundation rather than random unusable cognition.
AOA-FOUND-002,LOCKED INVARIANT,"The published founder runs only through ordinary organism interfaces. No oracle feature, hidden label, direct action trace, or privileged trainer remains attached."
AOA-FOUND-003,LOCKED CAPABILITY,"Founder pretraining covers generic competencies: object persistence, action consequence, body schema, navigation, avoidance, homeostatic learning, manipulation, social attention, imitation, and communication grounding."
AOA-FOUND-004,LOCKED INVARIANT,"Founder training varies worlds, object identities, curricula, embodiments, and sensor mappings enough to reduce benchmark or world memorization."
AOA-FOUND-005,LOCKED CAPABILITY,Training uses a nested outer loop that optimizes initial priors and how the creature learns during legal inner lifetimes.
AOA-FOUND-006,LOCKED INVARIANT,"Inner lifetimes inside meta-training use the same causal organism step, local plasticity, memory, chemistry, motor, sleep, and structural mechanisms available after deployment."
AOA-FOUND-007,LOCKED CAPABILITY,"A trainer-removed acclimation phase demonstrates retained competence, continued learning, resistance to catastrophic forgetting, and absence of hidden teacher dependence before a founder prior is published."
AOA-FOUND-008,LOCKED INVARIANT,"Pretraining gives generic capabilities and priors, not game answers, fixed locations, private source-world facts, or a complete solved policy."
AOA-SLM-001,LOCKED INTERFACE,"Semantic-prior requests contain bounded language or symbol context, a small set of active grounded concepts, model/interface version, and budget metadata."
AOA-SLM-002,LOCKED INTERFACE,"Semantic-prior responses contain candidate relations, embeddings, distinctions, confidence, and provenance. They contain no creature action, reward, memory write, or policy command."
AOA-SLM-003,LOCKED INVARIANT,"The semantic-prior service cannot inspect the full private episodic history, raw synapses, pending actions, or broad internal state unless a later architecture revision explicitly creates a safe interface."
AOA-SLM-004,LOCKED INVARIANT,"A semantic hint is nonauthoritative. The creature must ground, accept, reject, revise, or ignore it through its own cognition and experience."
AOA-SLM-005,LOCKED CAPABILITY,"One shared service supports many organisms through caching, batching, event-triggering, and explicit token/latency budgets."
AOA-SLM-006,LOCKED CAPABILITY,A mature creature retains substantial nonlinguistic intelligence and grounded competence when the semantic-prior service is disabled.
AOA-SLM-007,LOCKED CAPABILITY,Breed genetics may evolve how much capacity and attention are allocated to semantic-prior integration without inheriting or duplicating the external model weights.
AOA-TEACH-001,LOCKED INTERFACE,The teacher has a read-only pedagogical planner and an embodied teacher actor with separate authority.
AOA-TEACH-002,LOCKED CAPABILITY,"The planner may inspect bounded curriculum progress, observable success/failure, developmental stage, available interfaces, coarse safety/homeostasis, uncertainty summaries, lesson history, and world state needed to construct lessons."
AOA-TEACH-003,LOCKED INVARIANT,"The planner cannot inspect raw synapses, neuron activations, eligibility traces, private episodic contents, hidden SLM state, pending action internals, or direct reward controls."
AOA-TEACH-004,LOCKED INVARIANT,"Only the embodied teacher actor influences the learner, through speech, gesture, demonstration, objects, environment arrangement, social response, and other ordinary world channels."
AOA-TEACH-005,LOCKED INVARIANT,"Teachers cannot directly write learner memories, concepts, weights, actions, rewards, neurochemistry, or declarations of understanding."
AOA-TEACH-006,LOCKED CAPABILITY,"Teachers may be players, scripted agents, SLMs, larger LLMs, older creatures, or hybrids, provided they use the same grounded teaching interface."
AOA-TEACH-007,LOCKED CAPABILITY,"Teaching episodes are auditable by curriculum ID, planner-visible diagnostics, teacher acts, learner-visible stimuli, learner response, physical/biochemical consequence, model provenance, and compute/token cost."
AOA-TEACH-008,LOCKED CAPABILITY,"Learner competence is measured after the teacher is removed, not only while a capable external model is directing lessons."
AOA-CULT-001,LOCKED INTERFACE,"A cultural package may contain language conventions, curriculum graphs, prerequisites, demonstrations, environmental setup recipes, social norms, tool-use procedures, assessments, and teacher capability requirements."
AOA-CULT-002,LOCKED INVARIANT,"A cultural package does not directly alter genotype, germline neural priors, personal memory, neural weights, or biochemical state."
AOA-CULT-003,LOCKED CAPABILITY,A breed may recommend or bundle a cultural package while remaining usable without it. Breed and culture dependencies are separately identifiable and removable.
AOA-CULT-004,LOCKED CAPABILITY,"Genetically similar populations can diverge culturally through teaching, imitation, language, environment, and historical contingency."
AOA-CULT-005,LOCKED CAPABILITY,"Research tooling can distinguish competence inherited genetically, acquired culturally, acquired individually without teaching, available only with the SLM, and available only while a teacher is active."
AOA-REP-001,LOCKED CAPABILITY,"Reproduction uses canonical parent genotypes, physiological readiness, world interaction, and lifecycle authority to create a new child genotype and organism."
AOA-REP-002,LOCKED INVARIANT,A child receives a newly developed brain with new neuron identities and no parent personal memory.
AOA-REP-003,LOCKED CAPABILITY,"Compatible regional prior blocks and bridge blocks may be selected, blended, or recombined through explicit bounded recipes."
AOA-REP-004,LOCKED INVARIANT,Ordinary births do not publish a new permanent large neural asset for every child. Child-specific compiled priors may be cached by content hash but remain derivable from genotype and dependencies.
AOA-REP-005,LOCKED CAPABILITY,"Incompatible body, biochemical, neural, derived-region, or prior dependencies are detected before admission and either resolved through an explicit migration/crossing mechanism or rejected."
AOA-REP-006,LOCKED CAPABILITY,"Parental investment, gestation/incubation, teaching opportunity, and social environment may influence development without becoming hardcoded inherited knowledge."
AOA-ASSIM-001,LOCKED CAPABILITY,"Natural assimilation can gradually alter developmental growth, receptor expression, connectivity affinities, plasticity, regional allocation, and small reusable motifs."
AOA-ASSIM-002,LOCKED INVARIANT,"Natural assimilation is rare, lineage-level, information-budgeted, and does not publish a large new prior at every birth."
AOA-ASSIM-003,LOCKED CAPABILITY,"Breeder assimilation accepts a selected cohort and target competence, compares individuals, and extracts shared generalized organization."
AOA-ASSIM-004,LOCKED INVARIANT,"One exceptional individual alone is not normally sufficient to define a new heritable prior without additional evidence, redistillation, or explicit expert override and provenance."
AOA-ASSIM-005,LOCKED CAPABILITY,"Assimilation uses cohort consensus, anonymization, compression bottlenecks, developmental redistillation, fresh-environment checks, and personal-memory leakage probes."
AOA-ASSIM-006,LOCKED INVARIANT,"Assimilation excludes autobiographical episodes, individual identities, exact coordinates, private facts, current chemistry, current activation, pending eligibility, and body-specific calibration."
AOA-ASSIM-007,LOCKED CAPABILITY,"Assimilation may preserve generalized regional weights, motifs, assembly templates, connectivity affinities, receptor/plasticity profiles, and learning priors."
AOA-ASSIM-008,LOCKED INVARIANT,Every assimilated bit or parameter is charged against an inherited-information and developmental-complexity budget.
AOA-ASSIM-009,LOCKED CAPABILITY,"Published breed revisions are immutable, versioned, content-addressed, provenance-tracked, and independently testable from their source adults."
AOA-EVO-001,LOCKED CAPABILITY,"Evolution can alter morphology, metabolism, biochemical topology, developmental schedules, region allocation, derived regions, connectivity, receptors, plasticity, learning rules, temperament, and reproductive strategy."
AOA-EVO-002,LOCKED INVARIANT,"Natural selection in game worlds is mediated by ecological survival and reproduction, not a hidden neural reward or externally assigned fitness during life."
AOA-EVO-003,LOCKED CAPABILITY,"Offline founder and research outer loops may use explicit fitness or loss functions, but their privileged optimization is training infrastructure and is removed at deployment."
AOA-EVO-004,LOCKED GOAL,Evolution should discover compact priors and effective learners rather than serializing complete adult solutions genetically.
AOA-EVO-005,REFERENCE MECHANISM,"A lineage objective may penalize inherited information, neural work, biochemical complexity, developmental fragility, and metabolic cost while rewarding survival and reproductive success."
AOA-EVO-006,LOCKED CAPABILITY,"Niches may favour cheap reflexive brains, larger flexible brains, specialized biochemistry, strong cultural learning, or other legitimate strategies."
AOA-EVO-007,LOCKED INVARIANT,"Evaluation environments must monitor degenerate strategies such as inactivity, sensor exploits, reproduction loopholes, reward leakage, parasitic use of teachers, or trivial niche collapse."
AOA-PORT-001,LOCKED CAPABILITY,"A mature cognitive core can be exported with neural graph, acquired weights, concepts, unresolved gaps, episodic and semantic memory, predictor, attention state, learned personality-like tendencies, and language grounding."
AOA-PORT-002,LOCKED INTERFACE,"Portable exports include exact dependency, graph-epoch, schema, germline-prior, semantic-prior ABI, and adapter compatibility manifests."
AOA-PORT-003,LOCKED CAPABILITY,Full-organism transplantation may carry body and biochemistry; cognitive-core transplantation carries cognition plus an explicit receptor/viability interface but not the old transient chemistry by default.
AOA-PORT-004,LOCKED INVARIANT,"A new game, software host, or robot supplies sensory, motor, and viability adapters. It may not replace the cognitive core with a host planner or arbitrary reward function."
AOA-PORT-005,LOCKED CAPABILITY,"A transplanted brain can reacquire body schema, controls, and local semantics faster than a newborn when its learned abstractions are genuinely general."
AOA-PORT-006,LOCKED CAPABILITY,"Transfer tests evaluate retention of object concepts, causal learning, social knowledge, language, planning habits, and learning speed across changed embodiment and environment."
AOA-PORT-007,LOCKED INVARIANT,"Robot or software hosts may map battery, heat, damage, resource usage, and task constraints into a virtual physiology only through an explicit inspectable adapter. They may not inject hidden desirability labels."
AOA-GAME-001,LOCKED CAPABILITY,"Players can raise persistent individuals with visible needs, learning, relationships, language, habits, development, and personality-like differences."
AOA-GAME-002,LOCKED CAPABILITY,"Players can teach directly, construct schools and curricula, arrange environments, introduce cultures, and observe competence after teaching ends."
AOA-GAME-003,LOCKED CAPABILITY,"Players can select cohorts, breed lineages, cross compatible breeds, stabilize traits, perform breeder assimilation, and compare descendants."
AOA-GAME-004,LOCKED CAPABILITY,"Communities can exchange breeds, cultural packages, curricula, and exact individual exports as distinct artifact types."
AOA-GAME-005,LOCKED CAPABILITY,"Ecological communities can form persistent social structures, traditions, cooperation, conflict, resource practices, and cultural divergence."
AOA-GAME-006,LOCKED CAPABILITY,"Exceptional trained individuals may undergo deliberate brain augmentation or transplantation as a visible game/research process with risk, acclimation, and rollback."
AOA-GAME-007,LOCKED INVARIANT,The ordinary player interface emphasizes behavioural legibility and causal explanation. Raw synapse-level detail is reserved for expert inspection.
AOA-GAME-008,LOCKED CAPABILITY,"The game distinguishes inherited, learned, culturally taught, SLM-assisted, and currently teacher-dependent behaviour in inspection and lineage records."
AOA-GAME-009,LOCKED INVARIANT,Game convenience features must not silently bypass the organism's learning or causal systems when they are used as evidence of intelligence.
AOA-ART-001,LOCKED INVARIANT,"Breed, culture, and individual artifacts are semantically distinct and cannot be silently substituted for one another."
AOA-ART-002,LOCKED INVARIANT,"Community artifacts contain no executable native code. Data, declarative curricula, validated model references, and sandboxed scripts use explicit trust and permission policies."
AOA-ART-003,LOCKED CAPABILITY,"Artifacts are content-addressed, schema-versioned, dependency-complete or exactly resolvable, provenance-tracked, and reproducibly loadable."
AOA-ART-004,LOCKED CAPABILITY,"Licensing, authorship, source cohort, training cost, model dependencies, and compatibility are recorded for shared artifacts."
AOA-ART-005,LOCKED INVARIANT,Missing dependencies and incompatible prior/adapter families fail explicitly rather than loading a superficially similar default.
AOA-PERF-001,LOCKED INVARIANT,All major subsystems expose deterministic hardware-independent work accounting sufficient for capability-per-compute comparison.
AOA-PERF-002,LOCKED INVARIANT,"Conversion of cognitive or biochemical work to simulated metabolic cost is a configurable species/world policy, normally enabled in ecological/evolutionary worlds and optionally disabled in isolated benchmarks."
AOA-PERF-003,LOCKED INVARIANT,"No neural, biochemical, attention, memory, teacher, or structural mechanism performs unbounded search or allocation."
AOA-PERF-004,LOCKED CAPABILITY,"The runtime supports benchmark tiers of 1, 10, 30, 100, and 500 organisms or equivalent progressive population scales, with results reported by brain/body class and active cadence."
AOA-PERF-005,LOCKED INVARIANT,"Population scaling claims require measured wall time, GPU time, CPU time, memory, buffer traffic, work units, sleep bursts, teacher/SLM cost, and behavioural fidelity."
AOA-PERF-006,REFERENCE MECHANISM,High-volume sparse recurrent and local-learning operations are GPU-batched; irregular sparse memory/topology/asset operations remain CPU-side until profiling supports relocation.
AOA-PERF-007,LOCKED CAPABILITY,"Inactive, sleeping, offscreen, or distant organisms may use reduced cadence or lower fidelity only through declared policies that preserve causal state and do not fabricate outcomes."
AOA-PERF-008,LOCKED INVARIANT,"Logical IDs, provenance, and migration maps remain off the accelerator hot path unless measured evidence justifies a different design."
AOA-PERF-009,LOCKED GOAL,"A mechanism must justify its compute cost through capability, robustness, evolvability, game value, or compression of other costs."
AOA-PERSIST-001,LOCKED CAPABILITY,"Exact saves contain world/ecology, body/organs, biochemistry, genotype and prior dependencies, developmental state, neural graph epoch, acquired weights/structure, memory, concepts, prediction, sleep, culture, adapters, and identity metadata."
AOA-PERSIST-002,LOCKED INVARIANT,"Missing exact cognitive, biochemical, genetic, memory, or dependency state causes an explicit restore error or an explicit migration path, never silent default substitution."
AOA-PERSIST-003,LOCKED CAPABILITY,"Schema migrations are deterministic, versioned, auditable, and produce receipts identifying transformed or discarded state."
AOA-PERSIST-004,LOCKED CAPABILITY,Save/load preserves later control behaviour and internal causal state within declared deterministic or numerical tolerance.
AOA-PERSIST-005,LOCKED CAPABILITY,"Brain growth, derived regions, germline blocks, culture, teacher provenance, and portable-core exports are represented in persistence schemas from the moment they become production mechanisms."
AOA-PERSIST-006,LOCKED INVARIANT,A checkpoint never stores unresolved references to temporary local paths or mutable remote assets.
AOA-OBS-001,LOCKED CAPABILITY,"Player-facing presentation exposes understandable needs, emotions, relationships, learning, development, sleep, culture, and lineage without requiring neural expertise."
AOA-OBS-002,LOCKED CAPABILITY,Expert inspection can trace stimulus -> attention -> neural state -> motor intent -> physical outcome -> biochemical consequence -> learning -> changed later response.
AOA-OBS-003,LOCKED CAPABILITY,"Inspection distinguishes inherited prior, fast learning, lifetime consolidation, explicit memory, culture, SLM hints, teacher actions, and host/adapter effects."
AOA-OBS-004,LOCKED INVARIANT,"Telemetry, presentation, reports, and debug snapshots are read-only derived views tied to authoritative versions and ticks."
AOA-OBS-005,LOCKED CAPABILITY,"Every external SLM/teacher call, assimilation operation, migration, structural change, save migration, and evaluation run has provenance and cost receipts."
AOA-OBS-006,LOCKED INVARIANT,"Comments and reports may not describe a live required mechanism as diagnostic-only, optional, or deferred unless the architecture itself says so."
AOA-FAIL-001,LOCKED INVARIANT,"Invalid IDs, stale causal sequences, incompatible graph epochs, malformed assets, nonfinite state, and impossible ownership relations fail explicitly."
AOA-FAIL-002,LOCKED INVARIANT,"A failed multi-system action, sleep, reproduction, assimilation, migration, or restore transaction does not partially commit authoritative state."
AOA-FAIL-003,LOCKED CAPABILITY,"Safe fallback states may protect the simulation from corruption or catastrophic body control, but they are observable and cannot masquerade as successful cognition."
AOA-FAIL-004,LOCKED CAPABILITY,"Rollback checkpoints exist for brain augmentation, schema migration, breed publication, and other high-risk irreversible operations."
AOA-FAIL-005,LOCKED INVARIANT,Repeated diagnostic expansion is not a substitute for source-level tracing and repair. Observability remains bounded and purpose-driven.
AOA-FAIL-006,LOCKED CAPABILITY,Long-running simulations can detect and isolate corrupted individuals or assets without silently contaminating lineages or shared priors.
AOA-GRADE-001,LOCKED INTERFACE,Every compliance finding cites one or more stable architecture requirement IDs and exact source/evidence locations.
AOA-GRADE-002,LOCKED INVARIANT,A test written specifically around a stub or fixture cannot certify a production capability unless the same semantic path is used in ordinary gameplay.
AOA-GRADE-003,LOCKED INVARIANT,"A passing causal test does not prove intelligence, usefulness, generalization, robustness, scale, or compute efficiency."
AOA-GRADE-004,LOCKED INVARIANT,"Behavioural capability claims include appropriate controls, fresh environments, and service-off conditions where SLM or teacher dependence is possible."
AOA-GRADE-005,LOCKED INVARIANT,Mechanism attribution requires ablation or another credible causal comparison when multiple systems could explain the result.
AOA-GRADE-006,LOCKED INVARIANT,"Performance claims identify brain class, body class, population composition, update cadence, sleep state, hardware, precision, and configuration."
AOA-GRADE-007,LOCKED CAPABILITY,Compliance tooling can produce a requirement matrix without modifying this architecture document.
AOA-EVAL-001,LOCKED CAPABILITY,Few-shot avoidance: one or a few adverse grounded experiences reduce later selection of the relevant hazardous behaviour without a host rule.
AOA-EVAL-002,LOCKED CAPABILITY,"Reversal learning: the creature updates when an earlier useful relation changes, without erasing unrelated knowledge."
AOA-EVAL-003,LOCKED CAPABILITY,Passive observational learning: watching another agent or event can improve later prediction or behaviour without direct action experience.
AOA-EVAL-004,LOCKED CAPABILITY,Delayed episodic recall: relevant past events influence behaviour after intervening time and context changes.
AOA-EVAL-005,LOCKED CAPABILITY,Concept generalization: learned structure transfers to novel instances while systematic contradiction can trigger refinement or splitting.
AOA-EVAL-006,LOCKED CAPABILITY,Targeted curiosity: unresolved gaps and prediction uncertainty cause information-seeking attention or action rather than indiscriminate novelty seeking.
AOA-EVAL-007,LOCKED CAPABILITY,Novel motor combination: the creature composes known factorized primitives in a useful new joint behaviour.
AOA-EVAL-008,LOCKED CAPABILITY,Continual-learning retention: new learning does not catastrophically erase earlier unrelated competence.
AOA-EVAL-009,LOCKED CAPABILITY,Experience-dependent structure: different life histories produce meaningfully different neural structure and behaviour.
AOA-EVAL-010,LOCKED CAPABILITY,Social learning and teaching: competence acquired through a teacher or peer remains after the teacher is removed.
AOA-EVAL-011,LOCKED CAPABILITY,Cultural transmission: a learned convention or skill can pass through teaching across generations without biological inheritance.
AOA-EVAL-012,LOCKED CAPABILITY,Genetic contribution: descendants inherit compact learning or skill priors without inheriting source adults' personal memories.
AOA-EVAL-013,LOCKED CAPABILITY,Crossbreed viability: compatible regional priors and derived-region alleles recombine without destroying founder interfaces or causing silent dependency loss.
AOA-EVAL-014,LOCKED CAPABILITY,"Memory leakage resistance: germline priors fail probes for source identities, private facts, exact locations, and autobiographical episodes while retaining generalized skill."
AOA-EVAL-015,LOCKED CAPABILITY,"Brain expansion continuity: a trained individual preserves immediate and dynamical competence across upward scaling, then makes productive use of new capacity."
AOA-EVAL-016,LOCKED CAPABILITY,Transplantation: a mature cognitive core reacquires a new embodiment or environment faster or more effectively than an equivalent newborn.
AOA-EVAL-017,LOCKED CAPABILITY,SLM independence: disabling the semantic prior reduces only the capabilities legitimately dependent on it and does not erase grounded core intelligence.
AOA-EVAL-018,LOCKED CAPABILITY,Teacher independence: disabling the teacher after training preserves acquired competence and does not reveal hidden teacher-side policy execution.
AOA-EVAL-019,LOCKED CAPABILITY,"Evolutionary usefulness: heritable variation in body, chemistry, development, cognition, or learning produces measurable, nontrivial selection gradients across generations."
AOA-EVAL-020,LOCKED CAPABILITY,"Capability per compute: added neural, biochemical, memory, SLM, or teacher cost is justified by measurable capability, robustness, adaptability, or game value."
AOA-GRADE-008,REFERENCE MECHANISM,"Use layered fast checks for contracts and causal boundaries, focused GPU checks for accelerator semantics, milestone end-to-end journeys, and separate statistical capability/scaling campaigns."
AOA-GRADE-009,LOCKED INVARIANT,"Full corpora, 500-organism profiles, long soaks, or evolution runs are not repeated against unchanged commits/configurations when exact valid receipts already exist."
AOA-GRADE-010,LOCKED INVARIANT,"Expensive validation waits until known source-level defects in the measured path are repaired, unless the purpose is explicitly to measure the defective baseline."
AOA-MIG-001,LOCKED INVARIANT,"Code is graded against the target architecture even when migration is incomplete. Unimplemented target mechanisms remain gaps, not optional reinterpretations."
AOA-MIG-002,LOCKED CAPABILITY,"Migration supports compatibility layers that reproduce current founder species behaviour while new genetics, biochemistry, neural receptors, priors, and adapters are introduced."
AOA-MIG-003,LOCKED INVARIANT,Compatibility layers are versioned and temporary. They may not become hidden permanent authorities that bypass the new subsystem boundaries.
AOA-MIG-004,LOCKED INVARIANT,"The current fixed drive/hormone controller may serve as a reference breed phenotype during biochemical migration, but it is not the permanent biochemical architecture."
AOA-MIG-005,LOCKED INVARIANT,"Current Rust types, Bevy entities, WGSL layouts, N512/N2048 assumptions, IDs, constants, and test fixtures do not define permanent architecture."
AOA-MIG-006,LOCKED CAPABILITY,"Each migration phase produces a requirement-based compliance report, state/schema map, preserved capability list, unresolved gaps, and rollback plan."
AOA-MIG-007,LOCKED INVARIANT,"Earlier architecture documents are archived with a notice that they are non-normative. Their requirement IDs, if any, may be mapped to new IDs for history but do not retain authority."
AOA-DEF-001,DEFERRED CAPABILITY,Bounded counterfactual planning with learned rollouts at greater depth and breadth.
AOA-DEF-002,DEFERRED CAPABILITY,Open-ended region duplication and specialization beyond initial bounded derived-region policies.
AOA-DEF-003,DEFERRED CAPABILITY,"Large-scale robot deployment with real sensors, actuators, safety certification, and long-duration autonomous operation."
AOA-DEF-004,DEFERRED CAPABILITY,"Cross-world software-agent embodiment with tools, files, and external services represented through grounded adapters and virtual physiology."
AOA-RES-001,RESEARCH,"Evolved compact local plasticity programs or tiny meta-learned update networks, provided they remain bounded, inspectable, and accelerator-friendly."
AOA-RES-002,RESEARCH,"Indirect developmental encodings such as CPPN-like generators, coordinate networks, or learned graph grammars for efficient neural and biochemical topology generation."
AOA-RES-003,RESEARCH,Neural and biochemical region duplication as an explicit evolutionary innovation mechanism with homology discovery.
AOA-RES-004,RESEARCH,Differentiable or surrogate models of organism development and lifetime learning for more efficient founder meta-training.
AOA-RES-005,RESEARCH,Shared community teacher ecosystems in which trained creatures teach younger creatures without an external LLM.
